OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051VQ,2024-09-28T03:31:31.814400,14.4016214800,0.0024596000,86.3467000000,223.3147000000,239.1485000000,120.7295000000,0,U,36083,999,79211,0.0016795000,0.0000534300,0E-10
IRIDIUM 33 DEB,1997-051VU,2024-10-03T20:48:31.277952,14.6329572600,0.0035347000,86.2981000000,137.1496000000,227.4275000000,132.3953000000,0,U,36390,999,59876,0.0044812000,0.0002339900,0E-10
IRIDIUM 33 DEB,1997-051VZ,2024-10-04T03:56:35.158848,14.4251346400,0.0011527000,86.3882000000,237.9613000000,117.8721000000,242.3649000000,0,U,36483,999,58872,0.0036371000,0.0001209400,0E-10
IRIDIUM 33 DEB,1997-051WD,2024-10-04T22:02:14.675424,14.5460588600,0.0093009000,86.3535000000,340.8750000000,237.5605000000,121.6583000000,0,U,36487,999,63302,0.0256620000,0.0011789800,0E-10
IRIDIUM 33 DEB,1997-051WG,2024-10-05T05:22:28.667424,14.6222963400,0.0007191000,86.3770000000,203.8607000000,80.9828000000,279.2196000000,0,U,36490,999,80114,0.0083072000,0.0004210600,0E-10
IRIDIUM 33 DEB,1997-051WK,2024-10-04T12:43:30.072288,14.5611844000,0.0016344000,86.3657000000,203.2453000000,36.1727000000,324.0583000000,0,U,36493,999,80768,0.0065980000,0.0002926700,0E-10
IRIDIUM 33 DEB,1997-051WV,2024-09-17T13:54:01.756800,14.9587344600,0.0049631000,86.3726000000,10.7720000000,215.3622000000,144.4314000000,0,U,36566,999,78275,0.0546260000,0.0066697200,0E-10
IRIDIUM 33 DEB,1997-051XH,2024-10-02T03:34:19.709472,14.4476438300,0.0024467000,86.3528000000,232.3824000000,203.0222000000,156.9885000000,0,U,37548,999,59211,0.0047682000,0.0001665700,0E-10
IRIDIUM 33 DEB,1997-051XK,2024-10-04T02:00:51.131232,14.5732693900,0.0005521000,86.3841000000,215.0454000000,101.3906000000,258.7923000000,0,U,37550,999,79978,0.0075395000,0.0003429600,0E-10
IRIDIUM 33 DEB,1997-051XX,2024-10-05T15:52:46.341408,14.4936579700,0.0030175000,86.3782000000,231.3745000000,117.2596000000,56.0910000000,0,U,37562,999,80037,0.0061124000,0.0002356600,0E-10
