OBJECT_NAME,OBJECT_ID,EPOCH,x,y,z,Cluster,Density
IRIDIUM 33 DEB,1997-051LJ,2024-10-05T21:13:03.094176,5184.998514355115,4216.664679949675,-2502.9202536676316,3,-27.963847201524253
IRIDIUM 33 DEB,1997-051LU,2024-10-06T04:15:16.181568,5220.577632667486,4610.693207372763,-1093.3292521585176,3,-27.840642333433316
IRIDIUM 33 DEB,1997-051MH,2024-10-05T21:46:11.709408,673.2588850394329,210.21211314146038,7051.865550772702,7,-27.636970152192887
IRIDIUM 33 DEB,1997-051MQ,2024-10-04T09:41:14.609184,741.7054256840538,94.69070718050511,-7010.581268471086,2,-27.1035878373043
IRIDIUM 33 DEB,1997-051MY,2024-10-05T22:25:22.897056,-3554.852251070548,1735.6099693803928,-5855.913869871924,1,-27.53775741373661
IRIDIUM 33 DEB,1997-051NF,2024-10-06T02:53:20.182272,-4644.790733763996,-2535.011095468446,4879.776730294459,5,-27.98933152694349
IRIDIUM 33 DEB,1997-051NH,2024-10-05T11:19:31.519776,-5146.657110161556,636.2666254176519,-4708.077651752758,1,-27.645399143211307
IRIDIUM 33 DEB,1997-051NR,2024-10-05T16:38:11.927904,2484.1103691598205,4997.286541335366,-4438.939553967641,-1,-28.546108514216236
IRIDIUM 33 DEB,1997-051NX,2024-10-05T12:42:07.873056,6637.9644401695705,2083.860877090859,-1564.038902147977,-1,-28.07762581148815
IRIDIUM 33 DEB,1997-051NY,2024-10-05T12:16:09.732864,1258.539189086861,1093.0452774013095,-6965.364758678472,2,-27.15544712291106
IRIDIUM 33 DEB,1997-051PF,2024-10-05T09:42:41.176800,1422.133988073541,2790.8774954269393,6397.000411693293,-1,-28.30514875232712
IRIDIUM 33 DEB,1997-051PL,2024-10-04T09:39:21.764736,-5324.729067809722,3519.3408182758853,2727.6565659252537,-1,-28.884228974990734
IRIDIUM 33 DEB,1997-051PM,2024-10-04T16:00:27.669888,-2744.8030816809514,-5832.461983370569,-3090.1382597367224,-1,-28.804988880947313
IRIDIUM 33 DEB,1997-051PP,2024-10-06T02:59:08.179008,-4972.531057504108,-4448.119743484983,2514.178242706492,5,-28.305920549803695
IRIDIUM 33 DEB,1997-051QA,2024-10-06T02:04:11.467776,6032.39649564225,3748.129604507596,-487.68550910509396,3,-27.978319241534262
IRIDIUM 33 DEB,1997-051QE,2024-10-04T12:03:07.958880,-6794.716239809472,-1142.3447776148766,-1502.8406757082403,4,-27.909113688756214
IRIDIUM 33 DEB,1997-051QJ,2024-10-06T01:15:57.521376,-2992.698669044079,2167.837834726024,5963.575836815532,6,-28.20386499801986
IRIDIUM 33 DEB,1997-051QN,2024-10-04T01:03:07.877088,6109.417305313585,291.05226952397595,-3507.2740665075025,-1,-28.240313189204574
IRIDIUM 33 DEB,1997-051QQ,2024-10-05T11:46:01.309152,-3683.9170429649885,-509.681467577546,6025.512688442451,6,-27.94490886418663
IRIDIUM 33 DEB,1997-051QS,2024-10-05T14:09:17.146656,-4777.902452159274,-3345.691840817077,4131.085307089839,5,-27.99034427514399
IRIDIUM 33 DEB,1997-051QU,2024-10-05T13:24:46.706688,2377.6344274159733,-6292.225380715696,-2157.9325289047392,-1,-29.58881331005835
IRIDIUM 33 DEB,1997-051RA,2024-10-06T02:54:47.713248,-5860.493311780165,-2378.2200743990047,3150.344425029344,-1,-28.33214355930511
IRIDIUM 33 DEB,1997-051RD,2024-10-05T02:12:07.054848,-6153.388289258933,-3202.5653902379217,1616.6780513358765,-1,-28.1991556374064
IRIDIUM 33 DEB,1997-051RE,2024-10-05T02:02:04.750944,-1948.4742580474428,2053.3509642511312,6422.312917992761,6,-27.971377269562275
IRIDIUM 33 DEB,1997-051RJ,2024-09-30T03:06:46.080864,5785.722097733973,3695.684122600851,-1864.2180192838537,3,-27.896247652111235
IRIDIUM 33 DEB,1997-051RX,2024-10-05T10:14:09.404736,-32.87453139351805,-470.80849755685546,7056.197943047373,7,-27.52414068557494
IRIDIUM 33 DEB,1997-051SC,2024-09-24T04:56:04.284960,2710.9293946368352,365.6142468287286,-6374.736428214435,2,-27.65020780835269
IRIDIUM 33 DEB,1997-051SF,2024-10-05T23:32:41.632224,-2536.164415865734,195.50985890454382,6575.1101504013295,6,-27.708975982404795
IRIDIUM 33 DEB,1997-051SP,2024-10-06T04:12:47.928672,2902.6975269489512,6311.63391954139,-46.83708603865575,-1,-28.14393416250209
IRIDIUM 33 DEB,1997-051SQ,2024-10-03T02:15:04.786560,-5024.386977224202,-2553.909186800398,-4343.781201471163,-1,-28.11860420646489
IRIDIUM 33 DEB,1997-051ST,2024-10-01T23:12:08.114976,-3716.4351737180136,1029.2991239237508,-5911.003215157716,1,-27.340520349171825
IRIDIUM 33 DEB,1997-051SW,2024-10-04T15:03:29.446560,3282.8554284503143,6132.087149568237,1542.1331485629212,-1,-28.321473493580214
IRIDIUM 33 DEB,1997-051SY,2024-10-06T02:28:23.978784,4829.317694946679,2271.180877763249,4617.3924550196125,-1,-28.360832529850676
IRIDIUM 33 DEB,1997-051TA,2024-10-03T11:19:23.347200,-6112.282732044571,360.2647661728291,-3506.379713406255,1,-27.971028181018763
IRIDIUM 33 DEB,1997-051TU,2024-10-05T11:44:04.941312,3387.3749446658207,-193.54614965021355,6146.138849140893,-1,-28.445625052388397
IRIDIUM 33 DEB,1997-051TY,2024-10-05T11:11:29.726592,1399.4393842126365,392.64387281976025,-6899.907351338175,2,-27.1661336367319
IRIDIUM 33 DEB,1997-051UB,2024-10-05T06:10:25.180032,341.59531375551336,4149.459547844108,-5774.1693268960225,-1,-28.458664160075877
IRIDIUM 33 DEB,1997-051UE,2024-10-05T21:03:50.363136,5370.839880932236,-3343.9406686117804,-2907.8145834663055,-1,-29.241739530772122
IRIDIUM 33 DEB,1997-051UN,2024-10-02T23:03:43.178688,-2054.1781659820163,1518.2723745036928,-6562.695811638762,1,-27.46664767440538
IRIDIUM 33 DEB,1997-051US,2024-10-03T15:03:06.280128,-2722.088544142956,-2828.2363779304155,5968.638625635463,7,-27.695980076068015
IRIDIUM 33 DEB,1997-051UT,2024-10-06T00:07:45.006528,2462.8456143940384,-4858.9412452161905,4572.117021958154,-1,-28.78397916576336
IRIDIUM 33 DEB,1997-051VA,2024-10-05T12:33:30.799296,-5580.320352751212,-64.75352999519087,-4106.20731588183,1,-27.751816283656186
IRIDIUM 33 DEB,1997-051VK,2024-10-05T21:32:07.668672,5727.400626624756,-3897.1922494050323,1106.2601299138412,-1,-29.502860568706076
IRIDIUM 33 DEB,1997-051VM,2024-10-05T12:10:44.303808,-3741.7658426161775,-645.1387427287164,-6052.963544076617,1,-27.367620234798544
IRIDIUM 33 DEB,1997-051VQ,2024-09-28T03:31:31.814400,11.8309408198583,599.506748266078,-7108.162821621112,2,-27.077575285485036
IRIDIUM 33 DEB,1997-051VU,2024-10-03T20:48:31.277952,-4659.687900844645,4229.188011928999,3252.9319701061795,-1,-28.789048995842013
IRIDIUM 33 DEB,1997-051VZ,2024-10-04T03:56:35.158848,-1001.861392765208,-2304.072166723872,6656.81852161881,7,-27.708615177183773
IRIDIUM 33 DEB,1997-051WD,2024-10-04T22:02:14.675424,-6402.553900170871,2189.192669094232,-1938.3689684912713,-1,-28.848361969627433
IRIDIUM 33 DEB,1997-051WG,2024-10-05T05:22:28.667424,-1152.7830990947673,-968.7436308534643,6888.793838340623,7,-27.526698404760374
IRIDIUM 33 DEB,1997-051WK,2024-10-04T12:43:30.072288,-1038.9283706627452,-901.8747310976495,6933.70359948343,7,-27.523503065540353
IRIDIUM 33 DEB,1997-051WV,2024-09-17T13:54:01.756800,-6804.573296903978,-170.47665077714004,514.1858580373755,4,-28.20369475184731
IRIDIUM 33 DEB,1997-051XH,2024-10-02T03:34:19.709472,3016.7361524636012,3081.878868489275,5649.019110225905,-1,-28.284863281154706
IRIDIUM 33 DEB,1997-051XK,2024-10-04T02:00:51.131232,-151.20270196025172,437.423798703708,-7075.617645000499,2,-27.09202348264398
IRIDIUM 33 DEB,1997-051XX,2024-10-05T15:52:46.341408,-2064.607218189249,-3144.6784272678747,6007.33985142362,7,-27.755345219584758
IRIDIUM 33 DEB,1997-051YA,2024-10-03T01:18:04.181184,5598.689524669465,1461.012124590479,4120.799771433078,-1,-28.7302184171235
IRIDIUM 33 DEB,1997-051YD,2024-10-03T22:52:33.074112,5678.390882510443,-1153.8380352981453,-4313.576342985178,-1,-28.433036545579693
IRIDIUM 33 DEB,1997-051YG,2024-10-05T07:11:21.158880,-1229.0139842650483,5169.673500205689,4470.6488607930205,-1,-28.59525095764
IRIDIUM 33 DEB,1997-051YJ,2024-10-02T12:46:12.184608,6497.29805406992,2941.6166039044515,838.8318456115064,-1,-28.260952784980592
IRIDIUM 33 DEB,1997-051YQ,2024-10-05T11:27:49.289184,1310.126251932476,-273.9485649220895,6967.60933848534,7,-27.711021064005063
IRIDIUM 33 DEB,1997-051ZB,2024-09-14T10:16:51.466080,4294.326535729513,-3827.4937339351955,3920.857456523421,-1,-28.98611117296611
IRIDIUM 33 DEB,1997-051ZC,2024-10-06T04:24:44.156160,-2020.8720948662158,-3204.4473926560913,6087.940883251235,7,-27.775098940034965
IRIDIUM 33 DEB,1997-051ZD,2024-09-30T01:46:00.924384,-4819.985250778661,-4486.574990198075,-3055.9081139995583,-1,-28.700488115940885
IRIDIUM 33 DEB,1997-051ZL,2024-10-05T22:55:57.617472,5002.7329267415635,-996.5870921683025,-4803.111653466332,-1,-28.44983016890353
IRIDIUM 33 DEB,1997-051ZR,2024-10-05T10:40:27.727104,-3557.791238546809,364.65039825328535,-6148.153183649931,1,-27.266288159071387
IRIDIUM 33 DEB,1997-051AAB,2024-10-06T00:49:49.893600,723.908402534443,-242.5340007896074,7041.071308276598,7,-27.601115280724713
IRIDIUM 33 DEB,1997-051AAE,2024-10-03T05:46:35.049216,863.1920912243326,5245.108825611866,5216.39251325239,-1,-28.376938726765303
IRIDIUM 33 DEB,1997-051AAJ,2024-10-04T06:21:23.352768,191.13746857086392,-463.1202169888674,-7108.246523086435,2,-27.226387291930855
IRIDIUM 33 DEB,1997-051AAK,2024-10-05T14:38:58.347456,4118.932185370937,4529.424107693538,3612.6798392025657,0,-27.994231545702267
IRIDIUM 33 DEB,1997-051AAN,2024-09-28T06:03:51.159744,1143.5930202431978,2528.2403880556726,-6722.13280376198,2,-27.55280837736809
IRIDIUM 33 DEB,1997-051AAQ,2024-09-26T08:13:06.334752,1651.9574568777382,-4276.4152608062905,-5341.653579390065,-1,-29.455296029617344
IRIDIUM 33 DEB,1997-051AAZ,2024-09-14T09:09:08.463744,3871.4339317459285,2593.6438236947038,-5398.425876116195,2,-28.291480885655012
IRIDIUM 33 DEB,1997-051ABJ,2024-10-05T13:12:46.884096,-6671.604575359632,-2261.0610807128055,214.63994298878592,4,-27.833901250381746
IRIDIUM 33 DEB,1997-051ABL,2024-10-01T15:50:44.153664,2512.5646710436195,4552.939254241306,-4897.051134086099,-1,-28.466075746840815
IRIDIUM 33 DEB,1997-051ABN,2024-09-24T14:01:58.779840,-6713.261683001503,-2138.456898355808,-731.9529066178611,4,-27.80444798398057
IRIDIUM 33 DEB,1997-051ABR,2024-09-17T03:06:58.254624,-5748.850657227557,-930.6708284508757,-4093.873162179771,1,-27.832627281432842
IRIDIUM 33 DEB,1997-051ABX,2024-10-03T23:51:18.590688,-6916.31401461724,959.180677145714,1129.7928924774121,-1,-28.74188188650112
IRIDIUM 33 DEB,1997-051ACD,2024-10-03T11:09:12.342816,924.4893306983286,317.41872548729356,-6975.798840229358,2,-27.09290444281664
IRIDIUM 33 DEB,1997-051ACE,2024-10-05T14:36:19.177920,-1056.6183140930077,-423.3241187791536,-7037.634289482744,2,-27.33853811216994
IRIDIUM 33 DEB,1997-051ACG,2024-10-03T18:27:40.666752,-2664.2691937592967,6384.827390451195,-1603.5965517088532,-1,-29.248453173954914
IRIDIUM 33 DEB,1997-051ACM,2024-10-04T03:59:23.426304,2906.578360819868,6168.566787655796,-1947.1544450038177,3,-28.171078800406733
