garbage_index,satellite_index,distance
3,16,12747.69942224653
3,17,13516.937756801626
3,18,13535.87023384981
3,19,12735.850843972714
3,20,12892.182234923008
3,21,12632.663512142384
3,22,12964.87852636529
3,23,13035.152514576319
3,24,13188.98838819363
3,25,13164.006621146045
3,26,13101.14242592968
3,27,14018.030818193278
3,28,3798.7814437010693
3,29,8708.659402665162
3,30,8637.94700501536
3,31,14004.359994693767
3,32,7290.912231521153
3,33,7318.727510354933
3,34,8149.619778953754
3,35,9022.09468162173
3,36,9853.665961981977
3,37,11424.8441251292
3,38,12617.4056040123
3,39,12574.557217792875
3,40,11804.89040139638
3,41,11273.376415870438
3,42,10562.309224525829
3,43,10313.102954850476
3,44,11505.073185906025
3,45,12251.547884846766
3,46,12467.698284460046
3,47,12137.976156217512
3,48,10008.675307236042
3,49,8508.396417228127
3,50,11276.333348616705
3,51,7163.873252479609
3,52,6291.731563480133
3,53,6092.276482772165
3,54,6500.15251474437
3,55,7225.170362014981
3,56,7451.779184840073
3,57,7256.3134808070645
3,58,7353.836335695303
3,59,7164.1831435406275
3,60,7072.595722217051
3,61,6983.645027906791
3,62,6897.509860586462
3,63,11865.852971093975
3,64,11933.30189326224
3,65,12004.91772963535
3,66,12141.165824054078
3,67,12152.34732588627
3,68,12010.815486068963
3,69,10972.929581270593
3,70,10652.68994096658
3,71,10767.080037639766
3,72,10669.704280820404
3,73,11052.519757387541
3,74,10555.161403024951
3,75,10239.368266127305
3,76,10119.932636535572
3,77,8031.482832245009
3,78,8319.06840601626
3,79,8153.474609627323
3,80,7844.9858327381235
3,81,6277.850772153673
3,82,7176.899398073981
3,83,7377.494653934489
3,84,5275.190897388776
3,85,7496.717575769656
3,86,10917.879153013007
3,87,9433.804666095575
3,88,11975.788845154666
3,89,12658.824085306298
3,90,13051.771358727141
3,91,13290.912199090733
3,92,13356.642298112665
3,93,13284.92406993113
3,94,13093.748055691009
3,95,12800.779650617505
3,96,12488.54450553691
3,97,13051.632359532932
3,98,13119.800942273208
3,99,12560.065948553482
3,100,12941.387514038326
3,101,12882.883024805129
3,102,12642.20241199266
3,103,12766.116517298007
3,104,10791.550475694205
3,105,3287.0105557212555
3,106,11763.496031759863
3,107,13069.492536783835
3,108,9807.143105216437
3,109,13577.956565835979
4,0,10394.444964864642
4,1,10136.067210263129
4,2,8295.887145171038
4,3,7895.486406226099
4,4,5416.793637851066
4,5,3678.7917859705362
4,6,9316.081286019271
4,7,6677.979089500752
4,8,3530.8060660715228
4,9,428.6527727376965
4,10,3164.5786290336855
4,11,6292.735548254208
4,12,9013.69102107311
4,13,9108.216966001084
4,14,11339.312597945607
4,15,12910.780148002643
4,16,13731.505247990344
4,17,13754.257040729206
4,18,12980.485928406417
4,19,13757.940661316406
4,20,13817.73295609401
4,21,13718.247543730218
4,22,13841.538946942099
4,23,13862.263037146247
4,24,13898.839507439181
4,25,13891.130879193988
4,26,13878.560033714644
4,27,13670.321714021855
4,28,7149.774201664402
4,29,10224.771584061375
4,30,10130.29716994628
4,31,13472.220498134064
4,32,3400.272826916497
4,33,4422.02822460347
4,34,7179.836612919515
4,35,9089.688848777661
4,36,10608.013797668873
4,37,13001.577158842534
4,38,13283.124664005647
4,39,13254.868056338599
4,40,12721.248812315582
4,41,12333.141877650134
4,42,8713.058538742049
4,43,12375.714244365217
4,44,13256.283614938064
4,45,13418.913205158971
4,46,12844.815373806572
4,47,11595.571149177198
4,48,7415.498858458386
4,49,5008.694860368635
4,50,9710.040014511094
4,51,3397.155726393262
4,52,3693.0683454036985
4,53,5269.491044464357
4,54,7024.325263153731
4,55,8550.916673313024
4,56,3620.2519240694605
4,57,3440.298431733615
4,58,3525.3590652912044
4,59,3369.667874187762
4,60,3310.477666591866
4,61,3264.8665901161316
4,62,3233.4744051311786
4,63,13493.750875525757
4,64,13568.934998446999
4,65,13641.284998872863
4,66,13713.329682523778
4,67,13651.202273008408
4,68,13637.550675563893
4,69,10154.474478911588
4,70,9357.892010753456
4,71,9637.036695603168
4,72,9399.41915986298
4,73,10357.541795066796
4,74,9124.237466021705
4,75,8385.689667475435
4,76,8113.349443205074
4,77,4317.957963548977
4,78,8536.771402347142
4,79,10677.058413447894
4,80,10490.852184684376
4,81,9495.33521905291
4,82,10076.883846220924
4,83,10202.701127593748
4,84,7594.415335764404
4,85,8302.630514909886
4,86,9952.277648511043
4,87,9163.378738401505
4,88,10586.209566935087
4,89,11039.920536477228
4,90,11332.528664146472
4,91,11548.021686885335
4,92,11660.755311298315
4,93,11691.18566033813
4,94,11650.083816406861
4,95,11546.713219316356
4,96,11419.082980661286
4,97,11641.649450189603
4,98,11662.50951905013
4,99,11454.078724438523
4,100,11603.985826217242
4,101,11582.588009056679
4,102,11488.132446279531
4,103,11537.860698180855
4,104,8462.958432952872
4,105,6868.467102175034
4,106,10737.964575111084
4,107,11152.909726717919
4,108,10394.444964864642
4,109,12046.351369158854
5,0,8064.169630970559
5,1,10852.30263900644
5,2,9317.732782725994
5,3,8982.477837558668
5,4,6920.621260018763
5,5,5533.029827585135
5,6,7743.910987022028
5,7,5123.080782211379
5,8,2703.056610433011
5,9,3064.3940221760354
5,10,5598.703717821167
5,11,8261.960870154302
5,12,10523.36549842135
5,13,10603.717827983368
5,14,12330.054019386256
5,15,13371.750361840383
5,16,13661.378568072656
5,17,13183.149524311468
5,18,11968.81601522806
5,19,13744.466774002994
5,20,13730.728466411694
5,21,13753.609783272237
5,22,13718.001149325904
5,23,13702.140015384412
5,24,13653.654855930798
5,25,13658.536063405361
5,26,13682.196425365726
5,27,13466.866439622345
5,28,6391.8313448212375
5,29,11852.075797822426
5,30,11789.433359048993
5,31,13375.972450362258
5,32,4987.877159384367
5,33,7019.116754338226
5,34,9746.585479227924
5,35,11302.490129421552
5,36,12390.240528351902
5,37,13572.274397512183
5,38,14180.353939906197
5,39,14167.368990865165
5,40,13870.939357540217
5,41,13618.394478172027
5,42,6469.562765567792
5,43,11383.896582444539
5,44,12907.71790954845
5,45,13696.27455442104
5,46,13695.954566472978
5,47,12919.613808651442
5,48,9200.897824896747
5,49,6534.667698400632
5,50,11373.409985451914
5,51,3792.3585868704404
5,52,1524.7690263353331
5,53,2253.513101546269
5,54,4366.531228529815
5,55,6261.764198143947
5,56,4453.514450792538
5,57,4029.1150347134744
5,58,4243.004611710228
5,59,3822.404077272843
5,60,3612.240452618554
5,61,3402.938809234854
5,62,3194.9104339420182
5,63,13690.033283645183
5,64,13649.582776575915
5,65,13577.814998080607
5,66,13184.797875451652
5,67,12883.712145846635
5,68,13582.216642369782
5,69,7851.335490478872
5,70,7052.737016739184
5,71,7322.85750099569
5,72,7092.147620835867
5,73,8068.68762358893
5,74,6834.817984549658
5,75,6200.097932728808
5,76,5988.516905111801
5,77,5845.37421705054
5,78,10838.346127851668
5,79,9357.470295944146
5,80,9247.022896485783
5,81,8727.828656929398
5,82,9017.030771430107
5,83,9084.814067134872
5,84,9392.30120829668
5,85,10507.32144919882
5,86,11772.593425543453
5,87,11301.966849548066
5,88,11975.80338663845
5,89,11980.622145790549
5,90,11866.513081023877
5,91,11644.019999067237
5,92,11348.003485622754
5,93,10997.01318821452
5,94,10600.097362922208
5,95,10175.554846539357
5,96,9808.658740015964
5,97,10524.371713201936
5,98,10637.341015747703
5,99,9884.202881830004
5,100,10359.567202551545
5,101,10278.691139417902
5,102,9977.913134476874
5,103,10127.220036427314
5,104,10065.03375829325
5,105,7973.763021001775
5,106,12254.17898759225
5,107,10686.279809789554
5,108,8064.169630970559
5,109,11427.660743869954
6,0,10940.008425312326
6,1,11811.415105298698
6,2,12769.608064862476
6,3,12921.283852814102
6,4,13518.886517358194
6,5,13643.487695847884
6,6,13196.660696338471
6,7,13996.627936034938
6,8,14006.006057057619
6,9,13182.584424857425
6,10,11606.802876869495
6,11,9352.592366691591
6,12,6623.0822876068605
6,13,6529.894139128722
6,14,3403.975395019131
6,15,924.2597011802121
6,16,3593.9866476294756
6,17,6701.2511543186565
6,18,9463.797202335516
6,19,3373.672962083751
6,20,3814.0844386396875
6,21,3083.6945403359728
6,22,4033.990912874312
6,23,4254.911353292258
6,24,4770.281582602671
6,25,4693.515020425185
6,26,4474.053144108256
6,27,7663.401216556266
6,28,10264.285198199676
6,29,5638.300997609925
6,30,5778.794498593207
6,31,8012.683793964866
6,32,13851.758033857313
6,33,12800.393536178173
6,34,10496.726319915177
6,35,8436.76103564463
6,36,6335.250729384132
6,37,1212.0245360168572
6,38,4223.055251908519
6,39,4202.564490140113
6,40,4102.74766675275
6,41,4265.040617306557
6,42,13850.787268187412
6,43,5831.251495933807
6,44,3093.651311664164
6,45,2382.8324000167754
6,46,4837.456661666501
6,47,7628.744354568451
6,48,12132.707610893183
6,49,13420.148156155408
6,50,10166.676016720725
6,51,13947.59146888124
6,52,13835.756967844758
6,53,13226.03275726386
6,54,12256.666652579437
6,55,11099.450906366608
6,56,13918.39439083202
6,57,13964.036820229181
6,58,13943.095111423803
6,59,13980.932561788173
6,60,13994.048961166307
6,61,14003.505018405293
6,62,14009.172441081399
6,63,1191.391762373298
6,64,1556.6296463268116
6,65,2085.0080171758145
6,66,3943.9661882909263
6,67,4922.219176431297
6,68,2068.5016954246667
6,69,12389.724754594525
6,70,13021.743208048903
6,71,12819.414079905206
6,72,12992.826437278585
6,73,12201.111874788476
6,74,13176.734914177123
6,75,13589.79111591354
6,76,13714.975719503977
6,77,13727.749247510032
6,78,8656.474492883908
6,79,8112.5009700832825
6,80,8106.540843438746
6,81,8200.821180873281
6,82,8122.372868956938
6,83,8113.215885274886
6,84,8167.128143174706
6,85,8188.762450417392
6,86,9095.017805959866
6,87,8563.797213385029
6,88,9641.852003032633
6,89,10116.864610408036
6,90,10485.65534826113
6,91,10826.389306513405
6,92,11089.888689982181
6,93,11288.425193484483
6,94,11428.98981636091
6,95,11513.41829198455
6,96,11544.379109189385
6,97,11457.028538848008
6,98,11427.113795682088
6,99,11550.00069778667
6,100,11492.67637115066
6,101,11506.894156914126
6,102,11543.613360879464
6,103,11528.480940630201
6,104,11642.08185487444
6,105,9103.940095359552
6,106,8905.798457597657
6,107,11736.128711046118
6,108,10940.008425312326
6,109,11138.122779679354
7,0,13681.215438796571
7,1,7642.612871437556
7,2,6888.144041559345
7,3,6777.319196725009
7,4,6503.6299166349845
7,5,6683.305890327319
7,6,11887.692976668013
7,7,10886.744819441728
7,8,9436.264955265508
7,9,7813.357848586037
7,10,6409.967440544184
7,11,5771.1631172720345
7,12,6274.835071836629
7,13,6316.104317769845
7,14,7678.938192373926
7,15,9282.894101957216
7,16,10736.016444862309
7,17,11809.862271960517
7,18,12383.947979374654
7,19,10635.140904950415
7,20,10818.788379893858
7,21,10516.191344605191
7,22,10907.496977534256
7,23,10995.234153377154
7,24,11195.324451614324
7,25,11163.527297422619
7,26,11080.188708838175
7,27,10894.034887919559
7,28,10904.64635473962
7,29,5263.573609892286
7,30,5142.029286428111
7,31,10527.310302193835
7,32,7255.126461066441
7,33,4632.785231744095
7,34,833.8254943591076
7,35,1973.5013365350449
7,36,4299.32044511419
7,37,9059.135038896693
7,38,8009.314149497183
7,39,7958.513612061564
7,40,7148.180580550386
7,41,6680.515711841239
7,42,12719.57563511321
7,43,12576.812299973422
7,44,11446.708878489639
7,45,9768.174529241169
7,46,7703.448093372591
7,47,5619.934426711885
7,48,4660.807473818002
7,49,6488.652625359188
7,50,4215.574982947101
7,51,8469.951802397934
7,52,10156.908455973757
7,53,11441.60708652718
7,54,12322.700385804512
7,55,12828.166699796093
7,56,8005.196521390876
7,57,8303.038251560129
7,58,8153.415371132347
7,59,8447.086765393737
7,60,8592.70053808935
7,61,8737.250190940795
7,62,8880.561921182518
7,63,10277.927382269618
7,64,10600.014364879531
7,65,10983.487017309242
7,66,12086.639456786444
7,67,12572.031906311697
7,68,10955.906342148062
7,69,13392.016448924482
7,70,12981.101575164696
7,71,13135.918012342721
7,72,13004.98445655253
7,73,13480.51321815323
7,74,12843.313336642712
7,75,12359.020153333055
7,76,12162.469731202966
7,77,6907.889298704005
7,78,1948.4057949638247
7,79,12696.956438086823
7,80,12531.377738521429
7,81,11549.810561990604
7,82,12142.369112442528
7,83,12263.296487436557
7,84,5738.896366562675
7,85,3024.4698130150027
7,86,3357.2604746407915
7,87,1826.797097052544
7,88,5263.381133871391
7,89,6891.6851550723595
7,90,8160.130476221498
7,91,9364.576254656833
7,92,10361.24316830428
7,93,11193.733107085907
7,94,11889.55890712314
7,95,12449.951194945063
7,96,12822.564118779157
7,97,12018.692434623776
7,98,11849.50962283772
7,99,12770.417218745266
7,100,12243.463401506922
7,101,12345.026309720553
7,102,12679.37407921469
7,103,12521.577964789
7,104,4873.812593085572
7,105,7951.263841798828
7,106,4742.22260000678
7,107,10555.225720255796
7,108,13681.215438796571
7,109,11226.029177778642
8,0,8977.9607865119
8,1,10024.589377220991
8,2,11565.229912321533
8,3,11832.359733748819
8,4,13078.438154901482
8,5,13605.719653456732
8,6,10344.925668316513
8,7,12184.516059549835
8,8,13387.257503940604
8,9,13782.734229417942
8,10,13371.647554781915
8,11,12180.425996609096
8,12,10322.898704620713
8,13,10261.251601396603
8,14,7759.687252488738
8,15,4817.607746210932
8,16,1663.4459468155198
8,17,1891.7467214363642
8,18,5039.69553292198
8,19,1927.992293700182
8,20,1505.9470944335899
8,21,2214.248915714257
8,22,1304.0806722205452
8,23,1111.8233626850924
8,24,752.0780847799183
8,25,793.4123500977776
8,26,938.2050812236794
8,27,3712.706685409358
8,28,11755.925427771941
8,29,9258.7431288631
8,30,9364.37517141948
8,31,4363.214949712238
8,32,13709.573541050306
8,33,13433.39695239551
8,34,12172.052676204521
8,35,10783.154355634546
8,36,9236.735823216424
8,37,5079.169784194029
8,38,5582.537516524852
8,39,5647.028893935365
8,40,6711.4669810130445
8,41,7369.624309446678
8,42,11371.154530099986
8,43,5664.911528161593
8,44,3453.9862506634263
8,45,3279.0749623287716
8,46,5383.52456567292
8,47,7872.053845525166
8,48,11927.13594276168
8,49,13050.01737709027
8,50,10163.546832990625
8,51,13461.238855016478
8,52,13277.698907617798
8,53,12636.115421401984
8,54,11669.972293289768
8,55,10544.735547377608
8,56,13471.359000482547
8,57,13502.583705326602
8,58,13488.8091276691
8,59,13512.801081339703
8,60,13519.287640425759
8,61,13522.341526277276
8,62,13521.81801964362
8,63,3913.615111109333
8,64,3612.0508394952517
8,65,3285.410262007999
8,66,2833.978217119697
8,67,3067.570932868745
8,68,3273.4132253737284
8,69,9542.989741304202
8,70,10363.969730233193
8,71,10091.298492962651
8,72,10324.402114397595
8,73,9312.097955848283
8,74,10580.92874510557
8,75,11205.736373456455
8,76,11414.890847071587
8,77,13434.770391541522
8,78,11158.333395705928
8,79,8603.933737505213
8,80,8822.860088464437
8,81,9880.048424817973
8,82,9285.30327059211
8,83,9147.864652613634
8,84,11414.57910685426
8,85,11060.373304125746
8,86,9857.791907149505
8,87,10496.773482117389
8,88,9238.65353907136
8,89,8716.234951899807
8,90,8327.480022979296
8,91,7999.8564902316575
8,92,7784.410993825225
8,93,7673.217747743953
8,94,7658.66453855796
8,95,7731.111600561112
8,96,7847.713778821494
8,97,7671.1634529926105
8,98,7660.959827213538
8,99,7828.766816934099
8,100,7696.6451576642285
8,101,7713.257079716357
8,102,7796.683966522764
8,103,7751.252855676194
8,104,11223.711133697607
8,105,11930.370453710682
8,106,9042.198646656709
8,107,8499.41150412374
8,108,8977.9607865119
8,109,7444.291599164965
9,0,13746.420363558866
9,1,6099.332774444971
9,2,6565.2431594644295
9,3,6715.9634419814565
9,4,7831.573901037085
9,5,8673.896379200854
9,6,11555.869274698474
9,7,11514.750879153036
9,8,11080.722289033603
9,9,10321.826188600717
9,10,9375.538687427985
9,11,8417.791421650401
9,12,7719.112127164144
9,13,7711.1288720127
9,14,7508.021787809101
9,15,7885.270631597776
9,16,8690.77142969069
9,17,9658.539715290373
9,18,10556.06085394225
9,19,8585.180600244159
9,20,8720.314838886361
9,21,8502.842698765662
9,22,8788.768590014382
9,23,8858.588336208608
9,24,9026.098183589587
9,25,8998.88856175089
9,26,8928.342955888731
9,27,8295.241706210729
9,28,12614.68318605353
9,29,5634.072011798779
9,30,5589.1870687002665
9,31,7853.710810707083
9,32,9211.617146988929
9,33,7140.64329409528
9,34,4340.571246136917
9,35,3295.190685289544
9,36,3820.9944205901816
9,37,7580.263509726896
9,38,5465.299575608953
9,39,5436.936488312267
9,40,5118.296790921886
9,41,5070.781047368252
9,42,12903.559620002407
9,43,12091.077880226967
9,44,10233.18295893699
9,45,7806.779351011224
9,46,4978.179587164634
9,47,2215.3711663106783
9,48,5160.019232871416
9,49,7946.440308343154
9,50,2343.1714256713203
9,51,10183.531154492895
9,52,11823.859118313625
9,53,12904.91606815206
9,54,13495.950496355525
9,55,13679.933443070206
9,56,9712.34617346071
9,57,10029.591177304625
9,58,9871.17556209892
9,59,10180.462822328536
9,60,10331.215613756034
9,61,10479.25033912865
9,62,10624.418727795086
9,63,8744.78914877975
9,64,9079.963669080445
9,65,9486.463584937646
9,66,10709.117564899658
9,67,11280.660494751455
9,68,9448.828745193983
9,69,13185.307076645957
9,70,12965.907019438107
9,71,13053.68144775924
9,72,12979.87284090889
9,73,13224.533812224727
9,74,12884.361115126309
9,75,12578.729364314739
9,76,12448.910408821557
9,77,8607.051919609456
9,78,4087.439267508413
9,79,13117.633223484143
9,80,13048.276801751372
9,81,12550.416174787306
9,82,12866.028879334684
9,83,12924.991998470838
9,84,7939.646673009375
9,85,5133.163782582786
9,86,763.5466022190396
9,87,2434.409930590526
9,88,2549.47720199347
9,89,4369.682454251214
9,90,5827.461969598514
9,91,7250.232122376665
9,92,8468.041641848447
9,93,9525.405372537187
9,94,10451.748242682397
9,95,11243.530412753442
9,96,11809.026893799353
9,97,10625.706416742532
9,98,10393.369168748002
9,99,11720.541860489697
9,100,10940.880032946909
9,101,11086.161980524159
9,102,11580.418812069245
9,103,11343.717458520476
9,104,4442.206676844846
9,105,10162.49028310358
9,106,1530.0493210470881
9,107,8991.667278889796
9,108,13746.420363558866
9,109,9396.774160874484
10,0,12284.07756018591
10,1,2980.1397135714733
10,2,749.7374098694289
10,3,540.0034114074192
10,4,2803.313162435728
10,5,4543.1785231283375
10,6,7511.974119499707
10,7,6828.521235728623
10,8,6887.572156690509
10,9,7698.374906564994
10,10,8888.093261744973
10,11,10117.361635246625
10,12,11114.13205205431
10,13,11155.34723577523
10,14,11790.144281446102
10,15,11971.311334642809
10,16,11676.360910799458
10,17,10942.103788735616
10,18,9861.556791018402
10,19,11718.392906472118
10,20,11649.108629675495
10,21,11766.67855434862
10,22,11611.161665633444
10,23,11571.468525728695
10,24,11473.49618816248
10,25,11485.674820839571
10,26,11529.634515818385
10,27,9509.413028021432
10,28,12608.317521166297
10,29,10269.396844054738
10,30,10199.520373627398
10,31,8953.41688729817
10,32,4950.496378606968
10,33,4617.242756278367
10,34,6131.290656996668
10,35,7742.647718049946
10,36,9199.187728942898
10,37,11890.967760791395
10,38,10347.559046805092
10,39,10354.22381195792
10,40,10450.731588373697
10,41,10502.483326103025
10,42,8908.105657610633
10,43,13574.465630641997
10,44,12929.441639428918
10,45,11551.00968048878
10,46,9513.181247774231
10,47,6995.176137555273
10,48,1764.442413029008
10,49,3150.3813357505524
10,50,4118.206260456879
10,51,5776.946864633701
10,52,8105.388669360838
10,53,9991.389427055752
10,54,11426.619441692023
10,55,12414.645307497456
