OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051VQ,2024-09-28T03:31:31.814400,14.40162148,0.0024596,86.3467,223.3147,239.1485,120.7295,0,U,36083,999,79211,0.0016795,5.343e-05,0
IRIDIUM 33 DEB,1997-051VU,2024-10-03T20:48:31.277952,14.63295726,0.0035347,86.2981,137.1496,227.4275,132.3953,0,U,36390,999,59876,0.0044812,0.00023399,0
IRIDIUM 33 DEB,1997-051VZ,2024-10-04T03:56:35.158848,14.42513464,0.0011527,86.3882,237.9613,117.8721,242.3649,0,U,36483,999,58872,0.0036371,0.00012094,0
IRIDIUM 33 DEB,1997-051WD,2024-10-04T22:02:14.675424,14.54605886,0.0093009,86.3535,340.875,237.5605,121.6583,0,U,36487,999,63302,0.025662,0.00117898,0
IRIDIUM 33 DEB,1997-051WG,2024-10-05T05:22:28.667424,14.62229634,0.0007191,86.377,203.8607,80.9828,279.2196,0,U,36490,999,80114,0.0083072,0.00042106,0
IRIDIUM 33 DEB,1997-051WK,2024-10-04T12:43:30.072288,14.5611844,0.0016344,86.3657,203.2453,36.1727,324.0583,0,U,36493,999,80768,0.006598,0.00029267,0
IRIDIUM 33 DEB,1997-051WV,2024-09-17T13:54:01.756800,14.95873446,0.0049631,86.3726,10.772,215.3622,144.4314,0,U,36566,999,78275,0.054626,0.00666972,0
IRIDIUM 33 DEB,1997-051XH,2024-10-02T03:34:19.709472,14.44764383,0.0024467,86.3528,232.3824,203.0222,156.9885,0,U,37548,999,59211,0.0047682,0.00016657,0
IRIDIUM 33 DEB,1997-051XK,2024-10-04T02:00:51.131232,14.57326939,0.0005521,86.3841,215.0454,101.3906,258.7923,0,U,37550,999,79978,0.0075395,0.00034296,0
IRIDIUM 33 DEB,1997-051XX,2024-10-05T15:52:46.341408,14.49365797,0.0030175,86.3782,231.3745,117.2596,56.091,0,U,37562,999,80037,0.0061124,0.00023566,0
IRIDIUM 33 DEB,1997-051YA,2024-10-03T01:18:04.181184,14.4801373,0.00131,86.3602,198.817,92.1766,268.0938,0,U,37565,999,59523,0.0040936,0.00015258,0
IRIDIUM 33 DEB,1997-051YD,2024-10-03T22:52:33.074112,14.30139047,0.0142999,86.337,352.4263,92.0176,269.74,0,U,38017,999,55148,0.027189,0.00079401,0
IRIDIUM 33 DEB,1997-051YG,2024-10-05T07:11:21.158880,14.8090617,0.00788,86.2678,287.1956,148.3852,212.2139,0,U,38020,999,77954,0.036808,0.00312477,0
IRIDIUM 33 DEB,1997-051YJ,2024-10-02T12:46:12.184608,14.36635658,0.0054369,86.279,206.6224,41.2623,319.2662,0,U,38022,999,80734,0.006742,0.00020234,0
IRIDIUM 33 DEB,1997-051YQ,2024-10-05T11:27:49.289184,14.43964036,0.0030634,86.3343,188.2317,117.4902,242.9419,0,U,38028,999,59237,0.0015188,5.235e-05,0
IRIDIUM 33 DEB,1997-051ZB,2024-09-14T10:16:51.466080,14.86785336,0.0003598,86.3051,151.2729,100.3132,259.8498,0,U,38227,999,59179,0.017705,0.0016126,0
