OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036EQ,2024-10-06T02:00:21.691296,15.16453505,0.0016508,73.9883,280.9662,212.3,147.7186,0,U,33935,999,83306,0.013129,0.00265804,0
COSMOS 2251 DEB,1993-036ER,2024-10-05T20:56:48.086592,14.55349092,0.0028974,74.0191,142.0258,41.1003,319.2335,0,U,33936,999,82580,0.0031323,0.00013667,0
COSMOS 2251 DEB,1993-036ET,2024-10-05T18:52:34.921056,14.4405449,0.0014796,74.0461,294.075,126.2829,47.229,0,U,33938,999,82143,0.0024389,8.341e-05,0
COSMOS 2251 DEB,1993-036EU,2024-10-05T21:01:06.382848,14.67099328,0.0007409,74.0199,219.4046,9.194,350.9364,0,U,33939,999,82333,0.013132,0.00074596,0
COSMOS 2251 DEB,1993-036EV,2024-10-05T22:43:18.208992,14.52392545,0.0011001,74.0432,244.0345,61.9126,353.8466,0,U,33940,999,82315,0.0058191,0.00023782,0
COSMOS 2251 DEB,1993-036EX,2024-10-05T16:21:04.299264,14.36943809,0.0020392,74.04,351.84,188.4467,294.7858,0,U,33942,999,81911,0.0013615,4.017e-05,0
COSMOS 2251 DEB,1993-036EZ,2024-10-05T17:47:42.767808,14.35941903,0.0116441,74.0446,24.8023,231.609,249.9803,0,U,33944,999,81809,0.0023377,7.309e-05,0
COSMOS 2251 DEB,1993-036FA,2024-10-05T17:34:20.214624,14.34011924,0.0023342,74.0337,19.3815,215.6489,144.3105,0,U,33945,999,81807,0.00097028,2.692e-05,0
COSMOS 2251 DEB,1993-036FD,2024-10-05T23:22:00.894144,14.34811126,0.0023776,74.0393,18.7258,205.7776,154.2193,0,U,33948,999,81830,0.0013505,3.82e-05,0
COSMOS 2251 DEB,1993-036FE,2024-10-05T21:45:07.896960,14.38345243,0.0018397,74.0277,332.9581,186.1742,347.2701,0,U,33971,999,81912,0.0015383,4.671e-05,0
COSMOS 2251 DEB,1993-036FF,2024-10-05T09:48:57.663072,14.29537339,0.0135193,73.9955,265.2467,175.1779,336.0781,0,U,33972,999,80864,0.0066682,0.00018843,0
COSMOS 2251 DEB,1993-036FG,2024-10-05T20:14:05.690688,14.44602286,0.0045635,74.01,190.7418,114.0977,311.4273,0,U,33973,999,82347,0.0008908,3.097e-05,0
COSMOS 2251 DEB,1993-036FJ,2024-10-05T23:52:17.824800,13.99314728,0.0193308,73.8012,124.4878,330.5686,28.4667,0,U,33975,999,79790,0.0019466,3.296e-05,0
COSMOS 2251 DEB,1993-036FP,2024-10-05T20:02:15.968256,14.53964257,0.0029667,74.0238,161.8334,51.1037,21.5026,0,U,33980,999,82491,0.0031,0.00013132,0
COSMOS 2251 DEB,1993-036FR,2024-10-05T18:14:22.795584,14.56895094,0.0081143,74.07,103.0676,261.8803,109.7289,0,U,33982,999,82845,0.0022464,0.00010525,0
COSMOS 2251 DEB,1993-036FS,2024-10-05T16:21:15.503616,14.47753064,0.0020038,74.0518,238.8571,89.1189,83.9131,0,U,33983,999,82354,0.0031146,0.00011529,0
COSMOS 2251 DEB,1993-036FT,2024-10-06T04:47:50.178048,14.59678265,0.0025819,74.0097,98.5713,40.5558,80.6164,0,U,33984,999,82751,0.0035288,0.00016907,0
COSMOS 2251 DEB,1993-036FV,2024-10-06T01:31:56.848224,14.39829909,0.0043225,74.0409,24.5316,207.9085,325.5503,0,U,33986,999,81844,0.0048051,0.00015257,0
